URLS
https://www.americanprogress.org/c3-our-supporters/
https://hrc-prod-requests.s3-us-west-2.amazonaws.com/CEI-2021_FINAL.pdf?mtime=20210128123716&focal=none
https://www.hrc.org/resources/employers
https://www.hrc.org/resources/business-coalition-for-equality
https://hrc-prod-requests.s3-us-west-2.amazonaws.com/Keep_Updated_-_Company_List_For_Website_-_Business_Coalition_for_Equality.pdf
https://www.ceoaction.com/media/3579/ceo-diversity-pledge-all-signatory-list-1.pdf
https://www.glaad.org/mediaawards/32/partners
https://nglcc.org/corporate-partners
https://lalgbtcenter.org/how-you-can-help/corporate-giving-and-sponsors
https://americacompetes.org/
https://www.ceosforgunsafety.org/pages/2022
https://web.archive.org/web/20160307060816/http://csgv.org/about-us/member-organizations/
https://www.csgv.org/
https://publichealth.jhu.edu/departments/health-policy-and-management/research-and-practice/center-for-gun-violence-solutions
https://nul.org/partners
https://web.ushcc.com/search
https://www.unidosus.org/about/affiliates/
https://lulac.org/about/corpall/
https://www.coalitionfortheamericandream.us/membership/
https://www.businessroundtable.org/about-us/members
https://www.cdp.net/en/companies/companies-scores
https://www.ceres.org/initiatives/paris-aligned-investment-initiative
https://www.ceres.org/networks/ceres-company-network
https://tools.ceres.org/declaration/images/climate-declaration-master
https://www.wearestillin.com/signatories
